$p_{\mathrm{LA}}^{\min}$,$p_{\mathrm{LA}}^{\max}$,$\left( \frac{p_{\mathrm{LA}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{LA}}}{dt} \right)^{\max}$,$V_{\mathrm{LA}}^{\min}$,$V_{\mathrm{LA}}^{\max}$,$\left( \frac{V_{\mathrm{LA}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{LA}}}{dt} \right)^{\max}$,$p_{\mathrm{LV}}^{\min}$,$p_{\mathrm{LV}}^{\max}$,$\left( \frac{p_{\mathrm{LV}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{LV}}}{dt} \right)^{\max}$,$V_{\mathrm{LV}}^{\min}$,$V_{\mathrm{LV}}^{\max}$,$\left( \frac{V_{\mathrm{LV}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{LV}}}{dt} \right)^{\max}$,$p_{\mathrm{RA}}^{\min}$,$p_{\mathrm{RA}}^{\max}$,$\left( \frac{p_{\mathrm{RA}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{RA}}}{dt} \right)^{\max}$,$V_{\mathrm{RA}}^{\min}$,$V_{\mathrm{RA}}^{\max}$,$\left( \frac{V_{\mathrm{RA}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{RA}}}{dt} \right)^{\max}$,$p_{\mathrm{RV}}^{\min}$,$p_{\mathrm{RV}}^{\max}$,$\left( \frac{p_{\mathrm{RV}}}{dt} \right)^{\min}$,$\left( \frac{p_{\mathrm{RV}}}{dt} \right)^{\max}$,$V_{\mathrm{RV}}^{\min}$,$V_{\mathrm{RV}}^{\max}$,$\left( \frac{V_{\mathrm{RV}}}{dt} \right)^{\min}$,$\left( \frac{V_{\mathrm{RV}}}{dt} \right)^{\max}$
0.0018642917150506662,0.007408860012943927,0.0067091401892816795,0.012690270077722129,0.0012649959387053629,0.006497684044124077,0.005160988500599482,0.009905900612402258,0.0038970547337593077,0.009919498202516367,0.003421475333013458,0.0013336265544458981,0.020666288479624383,0.0007021724939795405,0.001340021837118296,0.006529188284976106,0.002756624913963926,0.007180168987349335,0.003408340209326639,0.011174325260574772,0.006306023777158334,0.0017613024189332715,0.0042034037227827534,0.003379012135839736,0.008608184131567576,0.0010332302036543145,0.0011606345092770528,0.001145427761611318,0.01521425940829086,0.0029191780384952666,0.0019278998165565334,0.0046186231379629445
0.0007064367956913822,0.003802756073253785,0.004286801321908929,0.007318251357408866,0.0002127908824294445,0.0018449507491180947,0.002814545413300978,0.003408663485843072,0.0023170515258497887,0.0017566356417901675,0.0009247747102857453,0.00026152042043468333,0.004334410604961381,5.703663229676746e-05,0.0003596285711443745,0.002308382024446085,0.0018672630716852266,0.006153523579708073,0.0022862831943034605,0.008299095191825515,0.0018599604834157683,0.00035466445589255155,0.0024731273556818966,0.0006539141484778763,0.0029657985481343838,0.00020749712308937066,0.000644042421958768,0.00021120705846638265,0.0018557788865472093,0.0007629796482286561,0.00034353445354372015,0.002823853559616865
0.0013588400776038633,0.006507996429720279,0.006234669075840702,0.012439463985489105,0.0010045066655829655,0.004943129604597263,0.004771167334944501,0.00897812153546143,0.0033601981367730794,0.00822934199484733,0.0035744298657674647,0.0006648242218464859,0.023200030117408968,0.000380020671449448,0.001176955383757906,0.005186020482221983,0.0032426107752623395,0.008365327943757956,0.003067325451307268,0.009433016125688651,0.006723335586622895,0.0010208135323623527,0.0032823220430866096,0.003889790855185476,0.008640041324401175,0.0007326367968514495,0.0012582638356438344,0.0005926923054864209,0.012518563253288007,0.0032100305136050864,0.0012712503691738697,0.004124371105133203
0.0024994704210763866,0.0063725891982370575,0.005789010301947328,0.008955906728172858,0.0005985605189592767,0.0021781487220190487,0.003029917059881392,0.009419604724730512,0.00398742622923771,0.0041794529472915076,0.002337481394425781,0.0019561322114184324,0.007255112998295113,0.00011121285244215734,0.0010870972899909123,0.003473770795950837,0.0026791520196371953,0.00839319573727403,0.0022112465457736936,0.00887083007675194,0.005218812397232653,0.0004996956494813141,0.0030604319071371833,0.005052086367389166,0.004284183229857416,0.0012090517903164868,0.0016639426658891464,0.0015566724242610233,0.004998497060802298,0.0025776529558039795,0.001555989767912429,0.003094267882557039
0.0037657152607128964,0.011132630376495657,0.009795240292173971,0.014871905767270443,0.0016135229067149074,0.008867496420627315,0.00783348081411633,0.013129833229311692,0.005882028056669507,0.012742240423119557,0.006233284123776282,0.0016262232352553872,0.03610647314247788,0.0009179881354423978,0.0022235019006852878,0.00825666216371497,0.005083204643828086,0.009168677849429822,0.0046036938469497584,0.010404077731470125,0.007492279000978297,0.0025402956793833644,0.004951877677797907,0.006629864531321479,0.010272093419314782,0.001485302770679768,0.0035127811381089054,0.0013609059622001162,0.022061868245814586,0.0045000257618359185,0.002257868021831375,0.005571015726330349
0.00031289688261623553,0.00324369032593246,0.002151746078656544,0.005673747951077192,0.00032074249725334473,0.0030079637417613843,0.0013668779285288184,0.004465514164713647,0.0008673384659658849,0.004987876349754275,0.0015427985968755817,0.00016771571222699516,0.01049201746195326,0.00023246452226557618,0.0008048152259725445,0.0015280353173507451,0.0004063811953237575,0.0032796581852803197,0.000933472644001467,0.004372739579848904,0.0005503818586384076,0.0004276290220217677,0.0014305018214384384,0.001188777826428352,0.003117897100263955,0.00030330618087231,0.00043766870644444173,0.00015570136834727576,0.007096895990823448,0.0006003899289428325,0.000262972436805652,0.001841471567166991
0.0006676798706823639,0.005306189894442008,0.0038567250719317497,0.008617534493366935,0.00029512792770056416,0.002728800219258207,0.0034966799699474214,0.006339791184964713,0.002621209524171814,0.004720087145058949,0.0017596382029989295,0.00010090710170533304,0.009691252027302727,0.00011943126179588505,0.0005113620316839642,0.0038290522958228652,0.001428197876121583,0.004119167117338735,0.0015495648996164042,0.005949622898283857,0.0018704339887250438,0.00039032892619896204,0.002033816628903633,0.002359796971991019,0.004233748482273171,0.00019271289603719834,0.0009538187736800493,8.818939363610375e-05,0.005901958250597917,0.0006787413531210955,0.0006535375215536608,0.0023754958452634855
0.004888178091557759,0.010638936971246744,0.012370424748155499,0.015423146602129692,0.002209242171588991,0.0060787629741445035,0.009123339031336443,0.012290211523553201,0.011211955579712992,0.00640268764363674,0.0075102929179280235,0.0036620473634993564,0.02044573234479558,0.0004784902120875538,0.0036343190641763418,0.009007814411927528,0.004504888701197495,0.014471783720716863,0.00530879624028279,0.018738411676448328,0.008434326713437301,0.0007834703012528127,0.006570876545289825,0.006223841730392642,0.01123734136741605,0.002794010514423545,0.006721567051494224,0.004040860028808678,0.008978950368357028,0.0054324969464998735,0.004135367914013238,0.006399144873146109
0.0007719063504026102,0.007833027603916031,0.006242146320950731,0.012040899056289885,0.0004963880831715697,0.0026336066078555815,0.004971780657538325,0.006589871357834269,0.0041147854883538315,0.0060284466583561775,0.0031975396609218464,0.0005220373025514653,0.011338053005648826,0.0001694562963711478,0.000759907079364199,0.005494748141892932,0.0013970449828289676,0.004432412855421149,0.0027859473464458434,0.008677408681736672,0.0022286688978511637,0.000539628569886516,0.00346341302971405,0.0032822605767030538,0.005495731595693958,0.0005049409241748163,0.001830925323632107,0.0005367358329181512,0.006732470812598866,0.001291101958330779,0.00032331866819650833,0.003800259558817608
0.0008035598402553429,0.0031796524658474004,0.006086654285882718,0.004941749006945977,0.00035741490171936765,0.0016517482239765333,0.0024412196459188094,0.004212807238872334,0.0017183617723721173,0.002284167124096131,0.001408826164862238,0.0006981129313914656,0.004911658954003971,0.0003032366753319923,0.0006104791994370538,0.002317973682983254,0.002302537839312236,0.0030186694704691847,0.0017657922771757175,0.005428336806992051,0.002554352538562001,0.00012182833140977924,0.0017362370484692894,0.004688946598235286,0.0023542865717268054,0.0010789821863097244,0.0006111435632873139,0.0012566196921285145,0.0020229045782406124,0.0008770536745206458,0.0008884566332156731,0.0020789408571112757
